epoch,avg_train_loss,avg_disc_loss,avg_lpips_loss,avg_message_recon_loss,avg_image_recon_loss,avg_disc_part_loss
25,0.21174839599955853,0.24600620839378531,0.008287431945805427,0.07040055255054962,0.0007859002552425145,0.1322745106917777
26,0.21122508008274243,0.2434046746586724,0.009592596635253702,0.06619804243755927,0.0009081525266004673,0.1345262885254493
27,0.21055189820287898,0.24173243015075474,0.010072520650963453,0.0638022528016578,0.0009643833010361979,0.13571274134037878
28,0.20089802365723275,0.2483694936803205,0.008063066414081686,0.0607375887879204,0.000856648251465667,0.13124072076462442
29,0.20134221187098134,0.24433833433927107,0.008591467652824982,0.058945788837728094,0.0008338057936537157,0.13297114937568455
30,0.19571578197127623,0.24829524040793916,0.0074191454968837315,0.056694106751052346,0.0007449131970862217,0.13085761680591593
31,0.19574963225485037,0.24580728957693068,0.0087317652459875,0.051998462445355005,0.0009648398006889339,0.13405456459172052
32,0.18481356106537708,0.24974967130153872,0.00656895705597024,0.048136453124151816,0.0007874613598966748,0.12932068963559698
33,0.1875694820331298,0.2471324835392497,0.007398556692612846,0.04816527138810328,0.000854488648941832,0.13115116549159983
34,0.18472020197615063,0.2445391674371932,0.008660585513981663,0.04188875841843388,0.0009081241750028275,0.13326273411869716
35,0.17676141868821152,0.24668780789315273,0.00815691491192524,0.03598453662061184,0.0008642016823123805,0.1317557652773474
36,0.16414924880726445,0.24585142124185172,0.007287945143032006,0.02438126706849891,0.0006958815578077596,0.1317841550893635
37,0.16372373987802213,0.2478917142291435,0.008335456800953054,0.022464636498023657,0.0009036836487185813,0.13201996293678273
38,0.1535386011736999,0.24614019781279622,0.006503476197351155,0.015125176460064537,0.0007281235252198265,0.13118182480049362
39,0.15652097253312025,0.24487400269336837,0.008155233296230703,0.014651904001131841,0.0007895243543142126,0.13292431072008123
40,0.15216795636488378,0.24594115964371524,0.007492702003463442,0.01204894675921517,0.0007050663281100349,0.13192124135917324
41,0.15265121444059218,0.24685327115533448,0.007113812028986516,0.012977899855873224,0.0007305275751777525,0.131828974994967
42,0.1481850556403899,0.24663938190654028,0.007285494910110887,0.00904126510455952,0.0006781354992805669,0.1311801602389458
43,0.15334266813681852,0.24348432910170772,0.008651388717516006,0.00967722394811023,0.0009219617675612982,0.13409209389873833
44,0.15026860393816047,0.24646613057211433,0.007111450161994826,0.010535706766508073,0.0007071308757787642,0.13191431608024262
45,0.14987324416744624,0.24464389185110727,0.007289216031233291,0.00853207490333787,0.0007419280865359761,0.13331002511566492
46,0.14893537099591547,0.24703575034650396,0.007340509263849962,0.009484863099605806,0.0007409709687548527,0.13136902773122994
47,0.14538008507957562,0.24918711433808008,0.005814114761677274,0.009385112166204836,0.0006356235343068995,0.12954523457254438
48,0.14437138726957124,0.24847024655956731,0.006729898957549025,0.006998147812883573,0.0006783045740751773,0.12996503579423582
49,0.14581005299370065,0.24861959605622921,0.00649165577446144,0.009025929087121933,0.0006672194011844985,0.12962524891257
50,0.14358637147813105,0.24758697211813868,0.0059571578161795435,0.006726326917849366,0.0006475763927812396,0.13025530990507964
51,0.15068135471295396,0.24346879701748741,0.007322578981286473,0.009288623466311225,0.0008461267567824291,0.13322402577070022
52,0.1489851654772993,0.24651927867238757,0.00895458951422708,0.006228491801844476,0.0010472835245797952,0.13275480055980546
53,0.14442719109088398,0.2470527122275149,0.006505831746368868,0.006195371045685084,0.000710833616820231,0.13101515497306554
54,0.14580013584211576,0.24877193019830351,0.005860150235312001,0.009745118309220532,0.0006107868626294993,0.1295840804972094
55,0.1448396025426525,0.2485608948434857,0.007655487171925908,0.005788630389138594,0.0008574777541498428,0.13053800693626028
56,0.14875961210337474,0.24529559865629644,0.007468598250442629,0.008288984173930885,0.0008505676697218808,0.13215146201262942
57,0.14388644630960423,0.2481651281853088,0.0064193183440062924,0.006763065495813457,0.0007612420209991685,0.12994282048561875
58,0.14003292338953888,0.2503121136118182,0.005118282429194994,0.006284294638582293,0.000606468178030903,0.12802387812404895
59,0.14678065133073348,0.24910296605145046,0.0067510485009243375,0.008326861499371124,0.0008089950331793852,0.13089374596659514
60,0.1400304352529615,0.2512619823253126,0.004907199104843612,0.006696345222089956,0.0006481149864879412,0.12777877587387315
