epoch,avg_train_loss,avg_disc_loss,avg_lpips_loss,avg_message_recon_loss,avg_image_recon_loss,avg_disc_part_loss
41,0.2260994079301683,0.24471450588114255,0.008936129158644153,0.08108000798101762,0.0012423847931450037,0.1348408858874719
42,0.22204997106421764,0.24373443338939613,0.008501871144488382,0.07750540739818693,0.0011597691842648525,0.13488292310842506
43,0.22244498507081747,0.24388214195374963,0.00901034215746595,0.07674544290985635,0.001157802711654124,0.13553139726392371
44,0.21881693397923338,0.2443299043736012,0.008319394673584855,0.0749405083666406,0.0011115844260423267,0.13444544659923022
45,0.21971374123002127,0.242950756308272,0.008472187600346456,0.07460635632825949,0.0011716208620861227,0.13546357679066898
46,0.21475543710682318,0.24347029824694283,0.008116058717711832,0.07095256966384623,0.001045837663870631,0.1346409715247526
47,0.21793467174474,0.24101900736347948,0.008684169756789073,0.07135432903438235,0.0012110710732470774,0.13668510204346346
48,0.2133210722884114,0.24244934670644985,0.008028895256379776,0.06851434762471265,0.0010711276797034468,0.13570670159064607
49,0.21437373752002237,0.2410166869453675,0.008438394234093616,0.06772797786668658,0.0010988725649348709,0.1371084925242894
50,0.21284064777391992,0.23971208376135472,0.008120150795559302,0.06553593242532021,0.0010990160510764174,0.1380855485403852
51,0.21215886032159667,0.23770331284053606,0.008253788735217257,0.06315541986322445,0.0011047699687750095,0.13964488190248145
52,0.21250228962595227,0.23840879748979632,0.008548657646027507,0.06306370460412664,0.0010947845764896482,0.1397951426658985
53,0.20529003383265695,0.24839666653737175,0.009296599931889872,0.06110849298427341,0.0011157203699577694,0.13376922037997405
54,0.2004402065448624,0.2464633508266019,0.007966989771925288,0.058380083087440894,0.0010264118721502625,0.1330667212516141
55,0.19911787840280887,0.24412779894163855,0.00772651367121749,0.05592731715959432,0.000992423936810369,0.1344716240176194
56,0.1973649854246947,0.24499781013464184,0.008129507036348113,0.05362050241245765,0.0010593092914646138,0.13455566644168301
57,0.19196657777475795,0.24463062767359278,0.007862246455736369,0.048887169181773486,0.00101160241527666,0.13420555966613676
58,0.18975671402198804,0.24314723978582903,0.007533917032133082,0.046310222870726094,0.0009816363460844388,0.1349309378658696
59,0.18607879423802134,0.24164701871377386,0.007603221721735021,0.040804081815306086,0.0009764368732111435,0.13669505392869027
60,0.18705156198043904,0.2442470832730083,0.008242718896625353,0.041222151205819145,0.0010352222218132986,0.13655146986817857
61,0.18203513167923588,0.2454206991217119,0.007741821612113064,0.038847966723778334,0.000982805373601066,0.134462538222186
62,0.1783595323937831,0.24541665811976082,0.007344782761994937,0.03602520523400758,0.0009296743572065361,0.13405987053966636
63,0.17774947201140778,0.2451876706535296,0.00783700865137277,0.03449991742697292,0.0009828004223206338,0.13442974560838236
64,0.1735936235949147,0.24635098429678157,0.007870136760733575,0.031067435926706386,0.0009467870887448202,0.13370926377120063
65,0.16950922446856967,0.2459382132874976,0.007534269857101982,0.027707121225394423,0.0009502978070401218,0.13331753550637826
66,0.16854078131471034,0.24420865230280148,0.007621300505860586,0.02486724813920457,0.0010520161194930622,0.1350002163033977
67,0.1662857987308245,0.24335085823953295,0.007887715795937238,0.02113138614791921,0.0010620736616048895,0.13620462329339067
68,0.16099500166569397,0.2468407356696163,0.007586928056016993,0.019570912093921325,0.0009197331903900446,0.1329174284293926
69,0.15965036975501254,0.24694905782060372,0.007695663530531404,0.018398362542494207,0.0009432506308334207,0.13261309272343877
70,0.1611972014002091,0.245403279789346,0.00760056690549661,0.01765069930122694,0.0010589668063468655,0.13488696863968597
71,0.16361754583261853,0.24464840472316285,0.008734231611503829,0.01761389181966507,0.0012405732564856487,0.1360288494862884
72,0.15707560387446726,0.2463367422350305,0.007118548791156524,0.01709059197702713,0.0008016152508954385,0.13206484778036032
73,0.1577612644048046,0.2469644123415867,0.00711831697363326,0.017467601294433855,0.0008758687705895361,0.13229947767669348
74,0.16239452997235942,0.244753000011547,0.00802351749693077,0.016470258500917236,0.0011239176070567765,0.13677683624057033
75,0.1547616352673343,0.2480092242681723,0.007142644486394521,0.014803138273300232,0.0009331249099627373,0.13188272753922486
76,0.15320664159149575,0.2473064229892884,0.006359848161161,0.015419604848457245,0.000742160632283141,0.13068502807288432
77,0.15473383029909443,0.24537134359923485,0.006377707004080341,0.015020030824039288,0.0007802900108014629,0.13255580221648983
78,0.161900035188281,0.24221756416473458,0.007358000897389236,0.0160435986521847,0.0009654700230947769,0.13753296566202486
79,0.16051752287313806,0.2422603735570713,0.007865435228017505,0.014209569085771007,0.001013911535100212,0.13742860686257302
80,0.153422775501899,0.24782429437199943,0.00650686271096707,0.015171933752594614,0.0008061501588778485,0.13093782901513776
81,0.15734380120925195,0.2435872466694251,0.0067807557438198714,0.015536216046740424,0.0008268486974315329,0.13419998077144155
82,0.15783055283004147,0.2439977016737707,0.007000315668646523,0.015109804873977289,0.0008741232550273621,0.1348463093473328
83,0.1548147421839426,0.24580366318102934,0.006879848806629721,0.013520840514914414,0.0009144876214113908,0.13349956512558375
84,0.15601447581065644,0.2447946128620804,0.007117426509207351,0.013020162902171088,0.0010027263616225672,0.1348741600464145
85,0.15249264059807185,0.24813950129693074,0.006634273236880986,0.013595213206279442,0.0008586280204440027,0.13140452559367358
86,0.15879201665699338,0.24317929997361248,0.007629491362555457,0.013535583789677558,0.0011195771449761425,0.13650736461083093
87,0.16070809893363672,0.24315121573366993,0.008407305045013162,0.013643292924869422,0.0010449682171911568,0.13761253272600882
88,0.15120197496682905,0.2468924822567178,0.006603477660642503,0.012073340190163304,0.0008320900738882504,0.13169306682811366
89,0.15101574244294808,0.24678656544616753,0.006329279675202029,0.011999420974339689,0.0007836954114074781,0.13190334650288096
90,0.15386612117469167,0.24605208210093227,0.006650828199441002,0.01279426823481549,0.0008856958661290395,0.13353532888620592
91,0.15099588078524856,0.246269554614449,0.006037978185184425,0.012209600143268457,0.0007302521944896941,0.13201805057642843
92,0.15259798383005233,0.24601479224878536,0.00641198652881316,0.012095775442115283,0.0008731840881329182,0.1332170379122527
93,0.15452183002262093,0.24564974512056195,0.00714688989717951,0.012248002236176616,0.0009716767706764232,0.13415526111813472
94,0.15555820852625285,0.24597210201213685,0.008085174932160216,0.01123851042813722,0.0011542424764366915,0.13508028063556846
95,0.15271640320618948,0.24683157740522632,0.006822005973188586,0.01212026784060399,0.0008918064853290377,0.13288232269618722
96,0.14934528783428297,0.24760625464953392,0.006113527997897165,0.011066651748727402,0.0007668345354495199,0.13139827342199192
97,0.1507634871619211,0.24618330722947201,0.006560524068247947,0.01059659928010416,0.0008431706090451595,0.13276319337977494
98,0.1524499368270953,0.24522823179297024,0.007091797033170734,0.010125981026997162,0.0008940624593945815,0.13433809618619705
99,0.14790410237561027,0.24735264360404416,0.005725930485097196,0.010742378294365609,0.0006993943635875145,0.13073639905781484
100,0.1472200192957759,0.2471936894871062,0.005869912763898946,0.009328678789082636,0.0007522071996685319,0.13126922078984532
